station_a,station_b,num_trains
PJR,KCB,12
KCB,BTW,12
BTW,UPI,12
UPI,SEI,12
SEI,MGO,12
MGO,CNHL,12
LAUL,MLB,10
MLB,AHI,10
AHI,BBV,10
BBV,PVR,8
PVR,BHLI,7
BHLI,BMNI,8
BMNI,SGLA,8
SGLA,WSD,8
WSD,JVA,8
JVA,JTRD,8
JTRD,GLV,8
GLV,DLGN,8
DLGN,LNP,8
LNP,KVK,8
KVK,AGDL,8
AGDL,SGRE,8
SGRE,BLNK,8
BLNK,ARAG,8
ARAG,BLWD,2
MTPR,UHL,4
MTPR,NNGL,8
NNGL,NLDM,7
NLDM,ANSB,8
ANSB,KART,10
KART,BARJ,10
BARJ,GANL,10
GANL,RPAR,10
RPAR,MNPR,10
MNPR,KRLI,10
KRLI,MRND,10
MRND,KRHR,8
MRND,NGWN,6
KRHR,SASN,8
SASN,CDG,7
CDG,GHG,34
CDG,CNDM,21
GHG,DHPR,40
DHPR,LLU,40
LLU,DKT,40
AMM,ATQ,6
AMM,TVR,2
ATQ,KKDI,3
MG,BWZ,10
BWZ,BQH,10
BQH,MLX,10
MLX,CKM,10
CKM,JGN,10
JGN,NNKR,10
NNKR,AJL,10
AJL,PMH,10
PMH,MOGA,10
MOGA,DAU,10
DAU,MSSD,10
MSSD,TWB,10
TWB,SULH,10
SULH,PHS,10
PHS,FZR,4
PHS,DDK,3
JMP,SRB,2
JMP,DRTP,48
JMP,BUP,49
SRB,DRTP,3
DRTP,DRH,56
DRH,MSDN,15
DRH,AHA,41
MSDN,AHA,15
AHA,KJH,55
AHA,UREN,1
KJH,UREN,17
KJH,DNRE,38
UREN,PWBN,4
UREN,DNRE,11
PWBN,DNRE,4
DNRE,RMPR,5
BHC,BUDR,113
BHC,RNTL,111
BUDR,KPLD,115
KPLD,KED,115
KED,MZZ,115
MZZ,DLPT,115
DLPT,BTV,115
BTV,KRIH,115
KRIH,JJKR,114
JJKR,JKPR,112
JKPR,BRMI,112
JKPR,SKND,4
JKPR,JEN,4
BRMI,JEN,112
JEN,NGMP,116
NGMP,HDS,116
HDS,DNM,116
DNM,BRTG,118
BRTG,BYY,118
BYY,SJDR,118
SJDR,KIS,118
KIS,NRG,125
KIS,MACR,9
NRG,KNPR,117
MACR,KNPR,9
KNPR,CTC,126
KNPR,SQQ,16
GMAN,KLP,14
GMAN,PKR,1
KLP,TBB,13
KLP,PKR,3
TBB,PKR,13
PKR,NGF,76
NGF,RJG,75
NGF,BSBR,1
RJG,BSBR,75
BSBR,MRR,76
MRR,CTR,76
CTR,NHT,75
CTR,SDLE,1
NHT,SDLE,81
NHT,TKP,6
SDLE,RPH,78
NCR,VXM,5
VXM,NPB,10
NPB,NGT,10
NGT,APE,12
APE,SKK,12
SKK,KVL,12
KVL,KOQ,12
KOQ,AYM,12
AYM,TVR,12
TVR,KU,12
KU,TMU,12
TMU,KDE,12
KDE,NMJ,12
NMJ,KYV,14
NMJ,MQ,1
KYV,AMT,14
AMT,SMM,14
SMM,KXO,14
KXO,MAV,14
MAV,TJ,14
TJ,ALK,36
TJ,TT,29
TJ,PML,2
ALK,BAL,36
BAL,AYN,34
BAL,SGM,2
AYN,SGM,34
SGM,TOM,36
TOM,TRB,36
TRB,MCJ,36
MCJ,GOC,36
GOC,TPJ,69
GOC,TPTN,44
TPJ,TPE,20
TPJ,PUG,43
TPJ,KRMG,8
TPJ,KLS,2
TPE,TP,24
TP,MTNL,24
MTNL,MKY,24
MKY,JPM,24
JPM,EL,24
EL,PGN,24
PGN,PLI,24
PLI,MUQ,24
MUQ,KLT,24
KLT,TIC,24
TIC,LP,24
LP,MMH,24
MMH,SEV,24
SEV,MYU,24
MYU,MVS,24
MVS,VRQ,24
VRQ,KRR,24
KRR,MPLM,42
KRR,VEI,18
MPLM,PGR,42
PGR,KMD,42
KMD,URL,42
URL,PAS,42
PAS,CVD,42
PTJ,MDKI,107
MDKI,ETMD,107
ETMD,WRA,107
WRA,KJKD,107
KJKD,PGT,107
PGT,PLL,109
PGT,PGTN,2
PLL,MNY,111
MNY,LDY,111
LDY,PLPM,111
PLPM,OTP,111
OTP,MNUR,111
MNUR,VTK,50
MNUR,SRR,61
VTK,MUC,155
VTK,SRR,102
MUC,WKI,155
WKI,MGK,155
OLR,PUK,161
PUK,NYI,161
NYI,IJK,161
IJK,CKI,161
CKI,DINR,161
DINR,KRAN,161
KRAN,KUC,161
KUC,AFK,161
AFK,CWR,161
CWR,AWY,161
AWY,KLMR,161
KLMR,IPL,161
IPL,ERN,161
ERN,TRTR,19
WRC,URK,103
URK,MDH,104
MDH,SLH,104
SLH,BKTH,104
BKTH,TLD,104
TLD,HN,104
HN,BYT,103
HN,NPI,1
BYT,NPI,103
NPI,DGS,104
DGS,BYL,104
BYL,CHBT,104
CHBT,DPH,104
DPH,BSP,94
BSP,GTW,71
UKR,NPRD,8
NPRD,DTL,8
DTL,NGE,8
NGE,BRH,8
BRH,KTO,8
KTO,SPDR,8
SPDR,SJQ,8
SJQ,KJZ,8
KJZ,BSPR,8
BSPR,KLPG,8
KLPG,ABKP,4
JGD,MMD,3
JGD,SAPT,8
JGD,KBSH,8
MMD,KBSH,8
MMD,GRD,5
KIR,SMO,63
KIR,DLF,10
KIR,MNS,3
KIR,NYT,61
KIR,CRR,6
KIR,MIYN,1
KIR,LAV,6
KIR,SI,1
SMO,CRR,17
SMO,BRZR,47
SMO,KUE,5
CRR,KUE,22
CRR,NNA,3
KUE,KTRH,74
KUE,BRZR,47
KTRH,NNA,74
NNA,THB,77
THB,NNR,77
NNR,PSR,77
PSR,MSK,77
MSK,MNE,77
MNE,KGG,99
MNE,BHB,26
KGG,UMNR,79
KGG,OLP,21
UMNR,SKJ,79
SKJ,LKN,79
LKN,DPL,79
DPL,LAK,79
LAK,BGS,80
BGS,TIL,78
UDZ,UMRA,2
UDZ,RPZ,10
UMRA,ZW,2
UMRA,KRCD,2
ZW,JYM,2
ZW,KRCD,2
ZW,PDQ,2
JYM,SZK,4
JYM,PDQ,2
SZK,SES,4
SES,RDD,2
SES,KDLG,2
RDD,DNRP,2
RDD,KDLG,2
RDD,KTOA,2
DNRP,BHWA,4
DNRP,KTOA,2
BHWA,SJS,2
BHWA,JO,2
SJS,VRV,4
SJS,LSD,2
VRV,RGQ,8
RGQ,HMT,4
HMT,HPRD,10
HMT,MHDP,4
HPRD,SNSN,12
SNSN,PRJ,12
PRJ,KIA,12
KIA,TOD,12
TOD,KOY,12
KOY,RKH,12
RKH,JLM,12
JLM,NHM,12
NHM,SAHP,2
NHM,DBO,12
SAHP,MDRA,26
MDRA,NRD,38
MDRA,DBO,12
NRD,SDGM,40
NRD,DBO,2
SDGM,ASV,16
BGLI,LEDO,3
BGLI,MRG,6
MRG,DBY,6
DBY,TII,6
TII,MJN,6
GTW,JRMG,75
JRMG,KTSH,75
KTSH,AKT,75
AKT,KPNA,75
KPNA,NIA,75
NIA,CPH,75
CPH,SGRD,61
CPH,BPRH,14
SGRD,BUA,61
BUA,JDDA,59
BUA,SKT,2
JDDA,SKT,59
SKT,JDI,61
JDI,KHS,61
KHS,ROB,61
ROB,BEF,61
BEF,KDTR,61
KDTR,RIG,59
APDJ,KAMG,22
APDJ,RVK,25
KAMG,JOQ,88
KAMG,SMTA,72
JOQ,SRPB,89
JOQ,SMTA,1
SRPB,GOGH,45
SRPB,CROA,44
GOGH,FKM,45
FKM,KOJ,90
FKM,CROA,44
FKM,SPX,2
KOJ,SLKX,91
SLKX,BSGN,91
BSGN,DTX,91
DTX,NBQ,91
NBQ,BNGN,64
NBQ,MZQ,28
NBQ,KYQ,2
BNGN,CPQ,65
CPQ,BJF,65
BJF,PTLD,65
PTLD,SBE,65
SBE,BPRD,65
BPRD,SPQ,65
SPQ,PBL,65
PBL,TIHU,65
TIHU,KTCH,65
KTCH,NLV,65
NLV,GOE,65
GOE,RNY,65
RNY,KDKN,65
KDKN,BIZ,65
BIZ,CGS,65
CGS,AGT,65
AGT,KYQ,62
KYQ,GHY,52
KYQ,AZA,22
BHK,KSJ,12
BHK,SWRT,18
KSJ,MHA,12
SWRT,GWA,16
SWRT,GRAK,2
GWA,PTI,18
GWA,GRAK,2
PTI,NHX,18
NHX,DRO,18
DRO,BAPR,18
BAPR,RDN,18
RDN,KXF,18
KXF,KMJ,18
KMJ,BHTS,18
BHTS,SSD,18
SSD,FBD,13
SSD,SHX,2
FBD,FGR,16
FBD,BGQ,2
FBD,SRDW,3
FBD,HSY,2
FGR,YAG,20
YAG,KLJ,20
KLJ,SGRP,20
SGRP,KDJ,20
KDJ,MLKP,20
MLKP,GHJ,20
GHJ,KHDP,20
KHDP,JDA,20
JDA,JPP,20
JPP,KJNC,20
KJNC,KJN,20
KJN,MNMU,20
MNMU,ARL,19
MNMU,GWP,1
ARL,BLU,19
ARL,BKTS,1
ARL,GWP,1
BLU,DUO,20
BLU,BKTS,1
DUO,UTP,20
UTP,BJR,20
BJR,CBR,20
CBR,MDA,20
MDA,KAP,20
KAP,RPO,20
RPO,CPA,19
CMA,JTTN,8
JTTN,RWH,6
KLK,TSL,6
KLK,CNDM,12
TSL,GMM,12
GMM,KOTI,12
KOTI,SWO,12
SWO,DMP,12
DMP,KMTI,12
KMTI,BOF,12
BOF,SOL,12
SOL,SLR,12
SLR,KDZ,12
KDZ,KANO,12
KANO,KEJ,12
KEJ,SGS,12
SGS,TVI,12
TVI,JTO,12
JTO,SHZ,12
SHZ,SML,6
HAUR,RDU,139
HAUR,KHAI,2
RDU,DUAN,139
DUAN,BCK,139
BCK,SMCK,139
SMCK,MPD,139
MPD,JPR,139
JPR,KGP,138
KGP,HIJ,99
KGP,NMP,59
KGP,GMDN,37
HIJ,BPE,113
HIJ,GMDN,2
HIJ,KKQ,4
HIJ,GKL,4
BPE,NYA,113
NYA,VKD,113
VKD,CNT,113
CNT,BLDA,113
BLDA,NSI,113
NSI,DNT,113
DNT,AGV,113
AGV,LXD,113
LXD,JER,113
JER,RGT,113
RGT,ARD,113
ARD,BTS,113
BTS,NMBR,113
NMBR,ROP,113
ROP,HIP,113
ROP,TKH,4
HIP,TKPL,113
TKPL,BLS,113
BLS,NGRD,113
NGRD,KHF,113
KHF,PNPN,113
PNPN,BNBR,113
BNBR,SORO,113
SORO,SZZ,113
SZZ,MKO,113
MKO,RNTL,113
CTC,KTJI,142
CTC,MTND,1
CTC,RJGR,5
CTC,PTAB,2
KTJI,GBK,141
KTJI,KDRP,4
GBK,BRAG,141
BRAG,PTAB,152
BRAG,NQR,21
BRAG,RJGR,2
PTAB,MCS,154
MCS,BNBH,154
BNBH,BBS,141
BBS,LGTR,141
LGTR,RTN,153
RTN,KUR,151
KUR,ARGL,97
KUR,HPGM,76
ARGL,KPXR,97
KPXR,DLMH,97
DLMH,TAP,97
TAP,GLBA,97
GLBA,NKP,97
NKP,BSDP,97
BSDP,MKTP,97
MKTP,KAPG,97
KAPG,KUU,97
KUU,GNGD,97
GNGD,SLZ,97
SLZ,BALU,97
BALU,CLKA,97
CLKA,KLJI,97
KLJI,KIT,97
KIT,RBA,97
RBA,HMA,97
HMA,GAM,97
GAM,CAPC,97
CAPC,CAP,97
CAP,NRSP,97
NRSP,JNP,97
JNP,BAM,96
BAM,GTA,95
GTA,SLRD,95
SLRD,IPM,95
IPM,JPI,95
JPI,SPT,95
SPT,BAV,95
BAV,MMS,95
MMS,SUDV,95
VSKP,DVD,16
DVD,THY,131
DVD,GPT,2
THY,AKP,132
AKP,KSK,132
KSK,BVM,132
BVM,NASP,132
NASP,YLM,132
YLM,REG,132
REG,NRP,132
NRP,GLU,132
GLU,TUNI,132
TUNI,HVM,132
HVM,TMPM,132
TMPM,ANV,132
ANV,RVD,132
RVD,DGDG,132
DGDG,GLP,132
GLP,PAP,132
BBQ,VJM,114
BBQ,MAS,113
RIG,KRL,57
MDDG,SSI,8
SSI,SSF,8
SSF,KFH,8
KFH,BRMT,4
ANK,NSL,38
ANK,YL,71
NSL,TR,40
NSL,RGO,1
TR,RGO,41
RGO,PSD,42
PSD,LSR,42
LSR,POZ,42
POZ,DLB,42
DLB,AWB,41
PCZ,KRA,15
KRA,GHPU,15
GHPU,CMW,15
CMW,TPY,15
TPY,BTPD,15
BTPD,BDCR,12
BDCR,AWM,7
BDCR,GLE,2
AWM,MUGR,3
CGL,PWU,75
CGL,OV,67
CGL,RDY,15
PWU,SKL,89
SKL,MMNK,89
MMNK,CTM,89
CTM,POTI,89
POTI,GI,89
GI,UPM,89
UPM,VDR,88
VDR,PRGL,89
BBN,BJMD,2
BJMD,NOMD,6
BJMD,GUA,1
NOMD,PDPH,5
NOMD,DPS,1
PDPH,DPS,5
DPS,MLKA,6
MLKA,KNPS,6
KNPS,TABU,6
TABU,JNK,6
JNK,SIPA,6
SIPA,CBSA,6
CBSA,PRSL,6
PRSL,RKSN,6
RKSN,MMV,60
RKSN,BRM,54
MMV,SINI,60
SINI,BRBS,68
SINI,KND,26
SINI,GMH,2
BRBS,GMH,67
BRBS,TATA,1
GMH,ADTP,86
GMH,BIRP,13
GMH,KND,4
ADTP,TATA,69
TATA,SLJR,57
TATA,BKSC,2
TATA,NUQ,1
TATA,HLD,1
TATA,BIRP,1
SLJR,ASB,60
ASB,RHE,60
RHE,GUD,60
GUD,GTS,60
GTS,DVM,60
DVM,KKPR,60
KKPR,CKU,60
CKU,KNM,60
KNM,GII,60
GII,KATB,60
KATB,JGM,59
JGM,BNB,61
BNB,SUA,64
SUA,KSO,64
KSO,KKQ,64
KKQ,NMP,60
SBM,SHC,13
SBM,SBV,24
SBM,BYP,1
SBM,PMYA,1
SHC,PGC,6
SHC,BYP,3
SHC,PMYA,1
SHC,KKNH,1
SBV,KFA,26
KFA,DHT,25
KFA,FNO,1
DHT,BHB,26
DHT,FNO,1
KNO,UBL,41
KNO,SNH,50
UBL,KUG,32
SNH,GDI,50
GDI,KALS,50
KALS,YLG,50
YLG,SVNR,50
SVNR,KVS,50
KVS,KJG,50
KJG,HVR,50
HVR,BYD,50
BYD,DAD,50
DAD,RNR,50
RNR,CLI,50
CLI,HRR,50
HRR,DVG,51
DVG,THN,52
THN,HNH,52
HNH,KAG,52
KAG,MYK,52
MYK,SLU,52
SLU,JRU,51
JRU,HLK,49
JRU,CKVD,4
JRU,AMC,2
HLK,RGI,49
RGI,ABGT,49
ABGT,HSD,49
HSD,SHV,48
HSD,AJP,1
SHV,AJP,48
AJP,NVF,49
NVF,RRB,49
RRB,DRU,62
RRB,SPV,16
DRU,BLKR,62
BLKR,VNR,62
VNR,BVR,62
BVR,ASK,61
ASK,ADHL,51
ASK,DUH,14
ASK,HHT,2
ADHL,HVL,52
HVL,SSNH,52
SSNH,TTR,52
TTR,BNK,52
BNK,RDI,52
RDI,ARGP,52
ARGP,BSN,52
BSN,AMSA,52
AMSA,SPGR,52
SPGR,NTR,52
NTR,GBB,52
GBB,MLSA,52
MLSA,HEI,52
HEI,TK,52
TK,KIAT,54
KIAT,HHL,56
HHL,DBS,56
DBS,NDV,56
NDV,MDLL,56
MDLL,DBL,56
DBL,BNKH,56
BNKH,GHL,56
GHL,SDVL,56
SDVL,BAW,56
BAW,YPR,49
YPR,MWM,51
YPR,LOGH,48
SCE,NGAN,4
SCE,BEE,4
SCE,HBN,2
NGAN,BEE,4
BEE,PUQ,4
BEE,PUY,4
PUQ,SMGR,4
SMGR,AONI,4
AONI,SLON,4
SLON,JKB,4
JKB,SHTT,2
KDF,RMGJ,10
RMGJ,PPU,10
KBE,CHBR,10
KBE,DWJ,4
CHBR,KJA,10
KJA,MEQ,10
MEQ,BTKD,10
BTKD,MSOD,4
HKH,MHOW,19
HKH,RAU,32
MHOW,PTP,8
RAU,RJQ,32
RJQ,LKMN,32
LKMN,SFNR,32
SFNR,INDM,31
INDM,LMNR,29
LMNR,INDB,41
LMNR,MGG,61
LMNR,PLA,22
MSRP,MTJ,58
MSRP,CRG,60
MTJ,BAD,148
MTJ,BTSR,199
MTJ,MRT,12
MTJ,AH,6
CRG,JJA,60
JJA,RKR,60
RKR,DUM,60
DUM,BTE,59
BTE,SWAR,58
BTE,NHB,33
BTE,HK,33
SWAR,JCU,58
JCU,PNGR,58
PNGR,KEV,58
KEV,BXN,58
BXN,DY,84
BXN,BAMA,27
DY,FSP,85
FSP,DNHK,85
DNHK,HAN,85
HAN,SMBJ,85
SMBJ,KNDP,85
KNDP,PDZ,85
PDZ,COO,85
COO,GGC,85
GGC,LRU,85
LRU,NNW,85
NNW,NMD,85
NMD,MLZ,85
MLZ,MXL,85
MXL,RNT,85
RNT,SWM,84
SWM,KTA,114
SWM,DPZ,46
KTA,RWJ,114
RWJ,AMLI,114
AMLI,IDG,114
IDG,LKE,114
LKE,LBN,114
LBN,GKB,114
GKB,KPZ,114
KPZ,ARE,114
ARE,KPTN,113
ARE,GQL,1
KPTN,GQL,113
KPTN,KOTA,1
GQL,KOTA,120
GQL,THEA,10
KOTA,DKNT,98
KOTA,DXD,10
DKNT,DDV,100
DDV,ALNI,100
ALNI,DKQ,100
DKQ,RDT,100
RDT,DARA,100
DARA,KIW,100
KIW,MKX,100
MKX,RMA,98
MKX,JHW,2
RMA,JHW,98
JHW,DKRA,100
DKRA,BWM,100
BWM,KRLS,100
KRLS,GOH,100
GOH,SGZ,100
SGZ,SVA,100
SVA,NKH,100
NKH,CMU,100
CMU,TLZ,100
TLZ,THUR,100
THUR,VMA,100
VMA,LNR,100
LNR,MEP,100
MEP,RLK,100
KJS,MYS,8
KJS,KRNR,14
KJS,KLYH,4
KJS,BLGA,4
MYS,MNGT,23
MYS,CMJ,8
MYS,BLGA,2
KRNR,AKK,14
KRNR,HPA,4
KRNR,DOY,4
AKK,MGF,14
AKK,BRBL,4
AKK,HAH,4
MGF,HLN,14
MGF,SRVN,4
MGF,BRBL,4
HLN,HAS,14
HLN,MVC,4
HLN,ANC,4
HAS,DUH,14
HAS,ALUR,4
HAS,BGPA,4
HAS,MVC,4
SPV,KRNH,18
KRNH,TKE,18
TKE,MSS,18
MSS,BDVT,18
BDVT,SME,18
SME,SMET,10
SMET,HNHL,2
HNHL,ARU,2
ARU,ANF,2
ANF,SRF,2
SRF,TLGP,1
ASR,VKA,12
ASR,CIA,1
FZR,KBU,14
FZR,SWX,2
FZR,MFM,9
FZR,FZP,1
KBU,GHA,20
GHA,PKZ,20
PKZ,FDK,20
FDK,GZS,20
GZS,KKP,20
KKP,RLS,22
KKP,WDJ,2
RLS,AJTM,22
AJTM,GJUT,22
GJUT,CBX,22
CBX,GNA,22
GNA,BTI,19
BTI,SGA,10
BTI,KZW,15
BTI,BWX,22
BTI,BTIC,20
BTI,GSW,15
SGA,RMN,12
RMN,KNL,12
KNL,BGD,12
BGD,SSA,11
SSA,SHN,12
SHN,JOK,13
SHN,DING,1
JOK,DING,13
DING,BHT,14
BHT,ADR,14
ADR,JKHI,14
JKHI,HSR,13
HSR,STD,18
HSR,RPHR,8
HSR,CRW,3
STD,HNS,22
HNS,JKZ,22
JKZ,BWK,22
BWK,BNW,22
BNW,MHU,20
BNW,BNWC,14
MHU,CKD,22
CKD,PUW,22
PUW,JRL,22
JRL,SDRA,22
SDRA,KSI,22
KSI,NLQ,22
NLQ,JTS,22
JTS,KGBS,22
MGG,BLAX,61
BLAX,DWX,61
DWX,NRGR,45
DWX,AJKI,16
NRGR,UDM,45
UDM,KDHA,45
KDHA,VRG,45
SUW,BVB,190
BVB,DWG,190
DWG,SMT,190
SMT,SCI,190
SCI,BHS,190
BHS,SORI,190
SORI,SUMR,190
SUMR,GLG,190
GLG,PAI,190
PAI,BAQ,190
BAQ,RKRI,188
BAQ,BET,2
RKRI,BET,188
BET,KAH,190
KAH,MABA,190
MABA,KIKA,190
AGD,KOA,190
AGD,BJQ,10
KOA,MXS,190
MXS,DUA,190
DUA,JLN,190
JLN,JRO,190
JRO,LAR,190
LAR,DWA,190
DWA,JHA,190
JHA,BJA,190
BJA,TBT,190
TBT,MZX,190
MZX,BZY,190
BZY,BPW,190
BPW,BAB,190
BAB,KHJ,190
KHJ,BJI,190
BJI,JHS,186
BJI,KRQ,2
JHS,KRQ,150
JHS,ORC,18
KRQ,DAA,155
DAA,SOR,155
SOR,KTRA,155
KTRA,DBA,155
DBA,SMTL,155
SMTL,AEH,155
AEH,ARI,155
ARI,STLI,155
STLI,GWL,151
GWL,BLNR,159
GWL,GHAI,10
GWL,PNHR,1
GWL,GWO,2
BLNR,RRU,155
BLNR,BBY,8
RRU,BAO,155
BAO,NUB,155
NUB,SANK,155
SANK,MRA,155
MRA,SIKD,155
SIKD,HET,155
HET,DHO,155
DHO,MIA,155
DHO,GIS,2
MIA,JJ,155
JJ,BHA,155
BHA,AGC,151
AGC,RKM,161
AGC,IDH,3
AGC,JAB,1
RKM,BFP,152
RKM,AGA,13
BFP,RNKA,152
RNKA,KXM,152
KXM,FHT,152
FHT,FAR,152
FAR,BAD,152
BTSR,VRBD,196
BTSR,GDO,6
VRBD,AJH,196
AJH,CHJ,196
CHJ,KSV,196
KSV,HDL,197
HDL,SHLK,198
SHLK,RDE,198
RDE,PWL,198
PWL,AST,199
AST,BVH,200
BVH,FDN,200
FDN,FDB,200
FDB,TKD,200
TKD,OKA,200
OKA,NZM,149
OKA,LPNR,4
OKA,PGMD,1
NZM,PGMD,101
NZM,LPNR,8
SCPD,DRE,73
DRE,AWL,73
AWL,KKL,73
KKL,BPRS,73
BPRS,CGH,73
CGH,TDO,73
TDO,KZX,73
KZX,GSB,73
GSB,DZA,72
GSB,UCB,1
DZA,UCB,72
DZA,JAT,1
UCB,MEX,73
MEX,BNGL,73
BNGL,CKKN,73
CKKN,MRTL,73
MRTL,GILA,73
GILA,KNDI,73
KNDI,CHKB,71
KNDI,BHRL,1
KNDI,PTK,1
CHKB,BHRL,71
BHRL,SJNP,74
BHRL,SRM,16
BHRL,PTK,25
SJNP,MDPB,75
SJNP,PTK,1
MDPB,KTHU,75
KTHU,BDHY,75
BDHY,CHNR,75
CHNR,CKDL,75
CKDL,HRNR,75
HRNR,GHGL,75
GHGL,SMBX,75
SMBX,VJPJ,75
VJPJ,BBMN,75
BBMN,JAT,41
MALA,SG,4
MALA,DYU,8
MALA,SNDY,8
SG,SNDY,8
SG,PRSP,4
CCT,COA,4
KZJ,PQL,97
PQL,GNP,97
GNP,RGP,97
RGP,ZN,97
ZN,PBP,97
PBP,ALER,97
ALER,WP,97
WP,RAG,97
RAG,BG,97
BG,PGDP,97
PGDP,BN,121
PGDP,NRDP,24
BN,GT,121
GT,CHZ,121
CHZ,MLY,110
NPL,SKP,57
SKP,RPK,57
RPK,GGD,57
GGD,CTF,57
CTF,VKB,55
VKB,SSPD,16
VKB,GDQ,41
SSPD,MRF,16
MRF,KOHR,16
KOHR,ZB,16
ZB,MTV,16
MTV,BIDR,16
BIDR,KHNP,16
KHNP,HBU,16
HBU,BHLK,16
BHLK,KCP,16
KCP,KMNR,16
KMNR,UDGR,16
UDGR,KTKR,16
KTKR,HER,16
HER,AMBR,16
AMBR,CKX,16
UKH,VDGN,24
VDGN,GNH,24
GNH,DNDI,24
DNDI,PKNS,24
PKNS,SNGR,24
SNGR,PBN,24
PBN,PG,42
PBN,PIZ,47
PG,DAV,42
DAV,MVO,42
MVO,DGPP,42
DGPP,SELU,42
SELU,SCO,42
SCO,UPR,42
UPR,PTU,42
PTU,PDG,42
PDG,RNE,42
RNE,KODI,42
KODI,SVD,42
SVD,J,42
J,BDU,42
BDU,KMV,42
KMV,CTH,42
CTH,MKDD,42
MKDD,AWB,41
YL,KPG,72
KPG,SNVR,72
SNVR,KNGN,72
KNGN,PB,72
PB,CIT,63
PB,SNSI,14
MKPR,RBZ,45
MKPR,KSP,13
RBZ,HYT,61
RBZ,KSP,16
HYT,TLWA,61
TLWA,LSI,61
LSI,DBG,42
DBG,KKHT,23
DBG,MHP,6
KKHT,TRS,11
KKHT,BJIH,5
PDW,MBI,24
PDW,UGNA,3
MBI,RJA,24
RJA,LLPR,24
LLPR,KJI,24
KJI,JYG,11
KJI,KRHA,3
SSB,MGLP,54
NRVR,DLPI,14
DLPI,BRSQ,14
BRSQ,SDPR,14
SDPR,CNKP,14
CNKP,DSJ,14
DSJ,SOJ,16
SOJ,LDCY,16
LDCY,SWNR,16
SWNR,LPNR,16
ADE,VRL,13
ADE,CVR,21
VRL,SVB,4
VRL,SMNH,4
CVR,MLHA,21
MLHA,KSD,21
KSD,BDDR,21
BDDR,LAL,21
LAL,BNTH,21
BNTH,SHH,21
SHH,JND,21
JND,VAL,21
JND,TORA,2
VAL,CKE,21
CKE,JLR,21
JLR,DJI,6
JLR,NUD,23
JLR,JTP,2
DJI,SPD,6
SPD,UA,6
UA,BHY,6
BHY,PLM,6
PLM,JDH,6
JDH,WAB,6
WAB,KTLA,6
NUPR,PTK,6
NUPR,TLRA,14
NUPR,KAWL,3
NUPR,DLSR,1
PTK,DLSR,1
TLRA,BLDL,12
TLRA,BRMR,2
BLDL,BRMR,12
BRMR,JWLS,14
JWLS,HRDR,14
HRDR,MGRP,12
HRDR,NGRS,2
MGRP,NGRS,12
NGRS,BRHL,13
NGRS,NDBT,1
BRHL,NDBT,13
NDBT,GULR,14
GULR,LNS,12
GULR,TRPL,1
GULR,JMKR,1
LNS,TRPL,12
TRPL,JMKR,12
JMKR,KPLR,12
KPLR,KGRA,12
KGRA,KGMR,12
KGMR,SMLT,11
KGMR,NGRT,1
SMLT,NGRT,11
NGRT,CMMG,11
NGRT,PRAR,1
CMMG,PRAR,11
PRAR,SLHP,10
PRAR,PLMX,2
SLHP,PLMX,10
